Policy_ID,Date,Product_Type,Policy_Status,Customer_Segment,Distribution_Channel,Policy_Tenure_Months,Renewal_Count,Written_Premium,Sum_Insured,Claim_Count,Claim_Amount,Total_Expense,Fraud_Flag,Anomaly_Flag,Season_Flag,Capital_Reserve,Loss_Ratio,Claim_Frequency,Claim_Severity,Premium_Outstanding,Days_Past_Due,Broker_Exposure,Interest_Rate,Inflation_Rate,Market_Volatility_Index,Data_Quality_Score,Manual_Interventions,Processing_Delay_Days,Hazard_Score,Exposure_At_Risk,Exception_Count,Underwriting_Exception_Flag,Claim_Exception_Flag,Reinsurer_Rating,Expected_Loss,Actual_Loss,State,State_Hazard_Score,Flood_Zone,Cyclone_Zone,Earthquake_Zone,Urban_Rural,Coastal_Flag,Expense_Ratio,Combined_Ratio,Underwriting_Profit,Profitability_Tier,Fraud_Score,Flood_Zone_Score,Cyclone_Zone_Score,Earthquake_Zone_Score,Insurance_Risk,Credit_Risk,Market_Risk,Operational_Risk,CAT_Risk_Exposure,Expected_Claim_Amount_ML,Expected_Loss_Ratio_ML,High_Risk_Prob,AUC,Brier Score,KS Statistic,PSI,VaR (99%),Expected Shortfall,Capital Adequacy,Solvency Ratio,Model Governance & Validation Standards
POL10055,2022-01-01,Motor,Active,Corporate,Agent,31,1.0,37029.2,306908.54,2,30797.19,11342.04,0,0,Winter,330382837,0.8317001177449148,2.506384387631394e-05,15398.595,2019.85,82.0,606.3,5.72,5.98,11.27,73,2,5,3.341003199785863,79796.22,1.0,0,0,AAA,22182.84,19746.59,Karnataka,2,2,4.0,4,Urban,0,0.306299893057371,1.1380000108022859,-5110.0300000000025,Loss-Making,35.68996190872243,1.2838988956879336,9.470904162753973,2.950212940487408,1.8904530585959545,4.649141257493045,4.948884677370328,4.38869516362267,26659.94263508167,21674.459,0.585334249305278,0.018151376,0.9979534841649423,0.01348675787448883,0.4686610383555262,0.04255103491254045,44626193.79379303,44831206.413619384,2.666378928031055,266.6378928031055,Pass - Compliant
POL10054,2022-01-01,Property,Active,Individual,Bancassurance,16,1.0,30292.33,629849.53,1,22661.69,7872.98,0,0,Winter,396883915,0.7480999315668355,4.1781073691702975e-06,22661.69,1666.72,64.0,601.74,6.38,6.44,22.13,84,1,4,5.095283547261879,239342.82,1.0,0,0,BBB,18239.29,14523.08,Uttar Pradesh,4,6,5.0,2,Urban,0,0.2599001133290176,1.008000044895853,-242.3399999999965,Loss-Making,49.35507408027877,8.479751187404746,3.3380319832320176,7.658634565672629,1.8127525034405703,3.6734746458228953,6.721265951020266,4.00875634511149,121951.95329012613,24326.943,0.8030727038618356,0.039600085,0.9979534841649423,0.01348675787448883,0.4686610383555262,0.04255103491254045,44626193.79379303,44831206.413619384,2.666378928031055,266.6378928031055,Pass - Compliant
POL10053,2022-01-01,Fire,Active,Corporate,Bancassurance,28,1.0,64466.825,1836650.6349999998,0,0.0,16522.305,0,0,Winter,226589221,0.0,0.0,0.0,8259.87,68.0,15780.125,6.91,6.56,15.7,82,0,1,6.786062023895309,846174.28,3.5,0,0,AAA,45349.990000000005,46779.67,Maharashtra,6,1,4.0,1,Urban,1,0.25629158873575675,0.25629158873575675,47944.52,Excellent,60.580960482327974,2.136863379046458,8.206255234055767,9.58719150637432,0.2966855942018333,7.131053971849338,6.279445805535823,5.945804944417093,574219.1147104957,371.44653,0.005761824522971699,0.00016646807,0.9979534841649423,0.01348675787448883,0.4686610383555262,0.04255103491254045,44626193.79379303,44831206.413619384,2.666378928031055,266.6378928031055,Pass - Compliant
POL10052,2022-01-01,Health,Cancelled,SME,Bancassurance,6,0.0,28670.22,491672.5,1,13089.6,6407.79,0,0,Winter,202197598,0.4565573616107585,7.822592978362316e-06,13089.6,4513.46,26.0,723.71,6.71,5.13,17.51,86,4,10,3.627909072893059,127834.85,1.0,0,0,BBB,18877.62,18859.83,Haryana,2,3,5.0,2,Rural,0,0.22349985455291238,0.6800572161636709,9172.830000000002,Excellent,83.62313985166487,7.812583112940423,4.7343298429260585,2.5926324085988113,1.2948697815053611,3.400713443921471,5.623239792133501,5.825095176395948,46377.32121469233,19536.43,0.6814188969425418,0.01780409,0.9979534841649423,0.01348675787448883,0.4686610383555262,0.04255103491254045,44626193.79379303,44831206.413619384,2.666378928031055,266.6378928031055,Pass - Compliant
POL10051,2022-01-01,Health,Active,Individual,Agent,12,1.0,13859.15,248745.35,1,11835.71,4258.92,0,0,Winter,224407708,0.8539997041665613,1.4357769778904703e-05,11835.71,1795.92,79.0,1799.52,7.46,7.27,21.01,90,0,0,3.720631109386231,69648.7,1.0,0,0,A,8638.88,7465.55,Haryana,2,5,1.0,5,Urban,0,0.3073002312551636,1.161299935421725,-2235.4799999999996,Loss-Making,18.495802748751533,2.771462878541189,3.31260310980908,9.519089558580886,1.47469903484484,4.404412618319663,7.507025792858755,2.028420819791773,25913.71199483088,16350.025,1.1797278614218765,0.1575888,0.9979534841649423,0.01348675787448883,0.4686610383555262,0.04255103491254045,44626193.79379303,44831206.413619384,2.666378928031055,266.6378928031055,Pass - Compliant
POL10050,2022-01-01,Travel,Active,Individual,Agent,10,0.0,5262.72,308856.79,2,3330.78,1697.75,0,0,Winter,66813265,0.6329008573513316,2.0888688357480656e-05,1665.39,459.8,5.0,1416.21,7.03,3.04,20.4,92,0,0,5.262215164175595,95745.6,3.0,0,0,BB,3774.93,4308.34,Jharkhand,5,2,1.0,5,Urban,0,0.32259934026511006,0.9555001976164417,234.19000000000005,Marginal,24.47672880441797,8.484803195256301,4.311282711899482,6.014989913722194,1.0053988045712712,0.4508629156094577,4.954323870595282,3.533041917720716,50383.39482230909,8955.559,1.70169771406231,0.0001469882,0.9979534841649423,0.01348675787448883,0.4686610383555262,0.04255103491254045,44626193.79379303,44831206.413619384,2.666378928031055,266.6378928031055,Pass - Compliant
POL10069,2022-01-01,Health,Active,SME,Direct,1,0.0,36487.76,449102.0,1,34969.87,7140.65,0,0,Winter,276071068,0.9584000223636638,4.0484830131725495e-06,34969.87,6697.54,12.0,4922.45,5.62,3.52,15.14,70,1,3,6.236321485098626,247006.1,0.0,0,0,AAA,30418.95,31939.1,Kerala,7,8,1.0,3,Urban,1,0.1956998730533198,1.1540998954169837,-5622.76,Loss-Making,71.35451425798219,5.705190954270739,3.889843549308845,6.086572921913544,2.531731896333807,3.8649747637844345,4.01088242508648,4.872970456614091,154040.94483804196,33658.594,0.9224625943055972,0.053035308,0.9979534841649423,0.01348675787448883,0.4686610383555262,0.04255103491254045,44626193.79379303,44831206.413619384,2.666378928031055,266.6378928031055,Pass - Compliant
POL10071,2022-01-01,Motor,Active,Individual,Agent,1,0.0,11899.33,126922.62,0,0.0,3591.22,0,0,Winter,123088399,0.0,0.0,0.0,497.97,63.0,854.85,6.11,4.82,15.11,87,1,3,4.670058073419049,49499.82,3.0,0,0,BBB,7198.26,6522.79,Chhattisgarh,5,6,2.0,4,Urban,0,0.3018001853885891,0.3018001853885891,8308.11,Excellent,54.1337663848106,9.75092767278255,1.1955685138879728,4.903794180424717,0.2966855942018333,3.0476285861390533,4.92382961374905,5.279622425772883,23116.70340237897,-135.92223,-0.011422678919918048,0.0011051144,0.9979534841649423,0.01348675787448883,0.4686610383555262,0.04255103491254045,44626193.79379303,44831206.413619384,2.666378928031055,266.6378928031055,Pass - Compliant
POL10072,2022-01-01,Motor,Renewed,Individual,Online,2,0.0,11942.28,102302.77,1,10524.73,1778.21,0,0,Winter,299551244,0.881299885783954,1.576597739915608e-05,10524.73,1046.66,61.0,1343.99,5.4,5.08,15.41,97,0,0,3.8095701932291024,63427.72,1.0,0,0,AAA,8789.56,10940.2,Assam,8,8,2.0,9,Rural,0,0.1489003774823568,1.0302002632663108,-360.65999999999894,Loss-Making,38.20002039783708,1.5636483688246008,1.3208464238410107,4.163356173479899,1.4414394773418397,3.231688790097827,4.795312014433661,2.2515684425244458,24163.235153648144,9013.701,0.7547722186948388,0.00092638703,0.9979534841649423,0.01348675787448883,0.4686610383555262,0.04255103491254045,44626193.79379303,44831206.413619384,2.666378928031055,266.6378928031055,Pass - Compliant
POL10073,2022-01-01,Motor,Active,Individual,Online,31,2.0,13813.6,159446.97,0,0.0,2587.29,0,0,Winter,357109395,0.0,0.0,0.0,1518.23,18.0,2528.31,7.42,5.86,23.71,84,1,3,5.270651089446548,108423.94,3.0,0,0,BBB,8025.91,8791.12,Assam,8,10,5.0,7,Urban,0,0.1873001969073956,0.1873001969073956,11226.310000000001,Excellent,98.46150304795917,2.694808853404946,5.9378013290503695,5.720645264777423,0.2966855942018333,1.5551629707073078,7.03181000212985,7.0314681631442415,57146.47574830871,-160.32086,-0.01160601594199964,8.584571e-05,0.9979534841649423,0.01348675787448883,0.4686610383555262,0.04255103491254045,44626193.79379303,44831206.413619384,2.666378928031055,266.6378928031055,Pass - Compliant
POL10093,2022-01-01,Motor,Active,Corporate,Agent,12,1.0,39988.79,549551.65,0,0.0,10964.93,0,0,Winter,111279244,0.0,0.0,0.0,5471.31,75.0,7604.04,4.91,4.81,8.69,83,2,5,5.925714592648674,302253.41,3.0,0,0,AA,30839.76,30472.58,Himachal Pradesh,7,5,4.0,8,Urban,0,0.27420009457650507,0.27420009457650507,29023.86,Excellent,63.41332465628384,7.382552454085113,5.52699442781852,6.219026081339738,0.2966855942018333,6.054979381833628,3.671599489261265,6.121152124759595,179106.74423148227,-167.13809,-0.0041796236405506546,0.0008798594,0.9979534841649423,0.01348675787448883,0.4686610383555262,0.04255103491254045,44626193.79379303,44831206.413619384,2.666378928031055,266.6378928031055,Pass - Compliant
POL10092,2022-01-01,Property,Active,Individual,Agent,10,0.0,35827.09,914623.83,0,0.0,9519.26,0,0,Winter,172668215,0.0,0.0,0.0,8439.17,79.0,11221.05,5.47,5.49,17.19,78,3,7,3.8506800946406874,274387.15,0.0,0,0,AA,20405.25,19784.23,Haryana,2,2,4.0,6,Rural,0,0.2657000610431939,0.2657000610431939,26307.829999999994,Excellent,83.06296004009363,7.500109467971384,7.2714553188981155,1.481835686333938,0.2966855942018333,7.709136708534954,5.251313035145916,5.249531763656532,105657.71367301885,1123.5339,0.03135989932609305,0.00013206415,0.9979534841649423,0.01348675787448883,0.4686610383555262,0.04255103491254045,44626193.79379303,44831206.413619384,2.666378928031055,266.6378928031055,Pass - Compliant
POL10091,2022-01-01,Travel,Active,SME,Direct,1,0.0,4949.99,310733.98,2,3036.32,1261.75,0,0,Winter,268031120,0.6133992189883213,1.462812205266197e-05,1518.16,296.51,42.0,1485.3,6.09,5.29,25.86,81,2,6,4.672080627923931,136722.95,1.0,0,0,AA,2738.32,3085.22,Goa,6,1,1.0,6,Rural,1,0.2548995048474845,0.8682987238358058,651.9199999999996,Good,98.347680706398,1.5773586804618867,6.782088007965516,1.0009564511922537,0.8580591686107937,2.0140777816560917,6.397868035636929,6.173911989831352,63878.064608761226,2767.3547,0.5590626923141512,0.00042873985,0.9979534841649423,0.01348675787448883,0.4686610383555262,0.04255103491254045,44626193.79379303,44831206.413619384,2.666378928031055,266.6378928031055,Pass - Compliant
POL10090,2022-01-01,Marine,Active,Individual,Bancassurance,11,0.0,45067.82,1458077.66,2,36410.29,13605.97,0,0,Winter,395947316,0.8078999605483469,2.9184447899558805e-06,18205.145,6952.63,73.0,8235.11,6.95,7.5,21.52,74,1,3,6.036835557441182,685296.5,0.0,0,0,AAA,34392.29,40660.62,Karnataka,5,4,3.0,4,Rural,1,0.3018998922069006,1.1097998527552475,-4948.4400000000005,Loss-Making,41.13424817699376,7.199039764929659,5.022996841301294,5.462141180974957,1.5612294020901625,6.702981907435797,7.47182955338206,3.5483388535378095,413702.2278589991,28397.98,0.6301165769444805,0.026883004,0.9979534841649423,0.01348675787448883,0.4686610383555262,0.04255103491254045,44626193.79379303,44831206.413619384,2.666378928031055,266.6378928031055,Pass - Compliant
POL10089,2022-01-01,Health,Renewed,SME,Bancassurance,12,1.0,21697.5,290369.64,3,20070.19,5105.42,0,0,Winter,351499818,0.9250001152206475,1.4551632198377163e-05,6690.063333333333,3856.17,88.0,7339.55,6.08,4.7,23.25,99,0,0,6.305416694129645,206162.44,1.0,0,0,AAA,16487.06,16361.98,Gujarat,7,5,9.0,6,Urban,1,0.23529991934554673,1.1603000345661942,-3478.1099999999988,Loss-Making,22.299020563726224,7.584073122496234,6.385472789118835,2.05753755903315,1.22012106006046,5.829296192905302,5.77498800099818,1.5615656135202074,129994.0090878501,16478.61,0.7594704170987441,0.003806656,0.9979534841649423,0.01348675787448883,0.4686610383555262,0.04255103491254045,44626193.79379303,44831206.413619384,2.666378928031055,266.6378928031055,Pass - Compliant
POL10088,2022-01-01,Health,Active,SME,Bancassurance,26,0.0,23521.39,249950.8,1,20668.25,4405.56,0,0,Winter,328373119,0.8787001958642751,8.890638566558788e-06,20668.25,327.77,19.0,1074.81,6.21,3.82,17.26,98,0,1,4.955400371122214,112477.86,3.0,0,0,AA,15297.54,14358.64,Himachal Pradesh,7,2,2.0,8,Urban,0,0.18730015530544752,1.0660003511697225,-1552.420000000001,Loss-Making,29.207923735869112,9.500117128443552,3.7741213993135094,1.0027633278540056,1.8413699862409059,1.0074060317268179,4.668611695296349,3.4236737599877545,55737.28291870324,18625.65,0.7918601065083739,0.030223802,0.9979534841649423,0.01348675787448883,0.4686610383555262,0.04255103491254045,44626193.79379303,44831206.413619384,2.666378928031055,266.6378928031055,Pass - Compliant
POL10087,2022-01-01,Motor,Active,SME,Agent,8,0.0,22591.91,292387.51,1,13089.6,6592.32,0,0,Winter,287894759,0.5793932429794559,1.1032640840210621e-05,13089.6,4117.68,67.0,2307.57,6.22,6.62,12.18,92,1,4,5.017073943358168,90640.13,2.0,0,0,AA,17540.92,20265.85,Madhya Pradesh,3,5,1.0,5,Urban,0,0.29180002930252463,0.8711932722819806,2909.99,Good,76.45548999975345,9.572450038070306,3.736048253073924,7.276871425646611,1.3968784397098264,5.026052559166625,5.614724805178297,5.13845251700482,45474.8234445597,17437.076,0.7718283302241821,0.020512396,0.9979534841649423,0.01348675787448883,0.4686610383555262,0.04255103491254045,44626193.79379303,44831206.413619384,2.666378928031055,266.6378928031055,Pass - Compliant
POL10086,2022-01-01,Property,Active,SME,Online,48,2.0,36184.94,1020346.48,1,25998.88,8557.74,0,0,Winter,284372905,0.7185000168578419,3.769458699699589e-06,25998.88,1851.12,43.0,11984.11,6.64,4.79,18.28,71,3,6,4.1428829098907585,265290.08,0.0,0,0,BBB,25942.98,21742.12,Telangana,4,4,2.0,1,Rural,0,0.23650004670451297,0.9550000635623549,1628.3200000000015,Marginal,18.34586051466397,7.089214245613076,1.2447687537136796,6.380431550127034,1.976249054902309,2.8318721855164233,5.496378140093076,3.325552525666211,109906.57385955521,26198.178,0.7240077704806198,0.18405735,0.9979534841649423,0.01348675787448883,0.4686610383555262,0.04255103491254045,44626193.79379303,44831206.413619384,2.666378928031055,266.6378928031055,Pass - Compliant
POL10085,2022-01-01,Property,Active,SME,Agent,6,0.0,48406.98,1836650.6349999998,0,0.0,14638.27,0,0,Winter,318791108,0.0,0.0,0.0,944.69,22.0,7319.02,5.52,5.41,14.56,92,1,4,3.7761042941661342,441329.26,1.0,0,0,A,33020.91,40864.11,Karnataka,3,4,1.0,2,Rural,0,0.3023999844650503,0.3023999844650503,33768.71000000001,Excellent,45.15581586751324,2.864829613397543,9.558774450885826,1.9569174065472994,0.2966855942018333,1.4476298758396067,4.92901974000533,3.328413454147858,166650.53138271623,140.72343,0.002907089730618233,0.00024199508,0.9979534841649423,0.01348675787448883,0.4686610383555262,0.04255103491254045,44626193.79379303,44831206.413619384,2.666378928031055,266.6378928031055,Pass - Compliant
